imdbId,title,image,year,plot,directors,writers,top_cast
0110649,A legeslegújabb kor,https://m.media-amazon.com/images/M/MV5BNmEyN2M5M2MtNmNmNi00ZmZkLWI5YzMtNzQwZjg2MTYyZDE4XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_FMjpg_UX1000_.jpg,1994,"Episodic story about a yuppie couple who're going broke, and can't decide if they want to stay together - but openly sleep around and experiment with different lifestyles, or not.",['Michael Tolkin'],['Michael Tolkin'],"['Peter Weller', 'Judy Davis', 'Patrick Bauchau', 'Rachel Rosenthal', 'Adam West', 'Paula Marshall', 'Bruce Ramsay', 'Tanya Pohlkotte', 'Susan Traylor', 'Patricia Heaton', 'John Diehl', 'Maureen Mueller', 'Sandra Seacat', 'Samuel L. Jackson', 'Audra Lindley', 'Corbin Bernsen', 'Jonathan Hadary', 'Lily Mariye']"
0110413,"Léon, a profi",https://m.media-amazon.com/images/M/MV5BOWZmMjIxY2QtODFlNC00ZjRkLTkzNTYtYmYyZTBjMzYzZjQyXkEyXkFqcGdeQXVyMTM0Mjc1MDYw._V1_FMjpg_UX1000_.jpg,1994,"12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin... Read all",['Luc Besson'],['Luc Besson'],"['Jean Reno', 'Gary Oldman', 'Natalie Portman', 'Danny Aiello', 'Peter Appel', 'Willi One Blood', 'Don Creech', 'Keith A. Glascoe', 'Randolph Scott', 'Michael Badalucco', 'Ellen Greene', 'Elizabeth Regen', 'Carl J. Matusovich', 'Frank Senger', 'Lucius Wyatt Cherokee', 'Eric Challier', 'Luc Bernard', 'Maïwenn']"
0119360,A boldogító nem,https://m.media-amazon.com/images/M/MV5BNDZkMjVhZmItMmIyNC00OWYyLWFmZWQtMzIzZWZhY2QyMjZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX1000_.jpg,1997,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,['Frank Oz'],['Paul Rudnick'],"['Kevin Kline', 'Joan Cusack', 'Tom Selleck', 'Matt Dillon', 'Debbie Reynolds', 'Wilford Brimley', 'Bob Newhart', 'Gregory Jbara', 'Shalom Harlow', 'Shawn Hatosy', 'Zak Orth', 'Lauren Ambrose', 'Alexandra Holden', 'Lewis J. Stadlen', 'Deborah Rush', 'J. Smith-Cameron', 'Kate McGregor-Stewart', 'Debra Monk']"
0073747,A stepfordi feleségek,https://m.media-amazon.com/images/M/MV5BZmZiYTU1OTctZjVjYS00NTY5LWFkZTYtZjFmN2JlNjYzN2ZmXkEyXkFqcGdeQXVyMzU4ODM5Nw@@._V1_FMjpg_UX1000_.jpg,1975,"Joanna Eberhart has come to the quaint little town of Stepford, Connecticut with her family, but soon discovers there lies a sinister truth in the all too perfect behavior of the female resi... Read all",['Bryan Forbes'],"['Ira Levin', 'William Goldman']","['Katharine Ross', 'Paula Prentiss', 'Peter Masterson', 'Nanette Newman', 'Tina Louise', 'Carol Eve Rossen', 'William Prince', 'Carole Mallory', 'Toni Reid', 'Judith Baldwin', 'Barbara Rucker', 'George Coe', 'Franklin Cover', 'Robert Fields', 'Michael Higgins', 'Josef Sommer', 'Paula Trueman', 'Martha Greenhouse']"
0037008,Valakit megöltek,https://m.media-amazon.com/images/M/MV5BYjkxOGM5OTktNTRmZi00MjhlLWE2MDktNzY3NjY3NmRjNDUyXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_FMjpg_UX1000_.jpg,1944,A police detective falls in love with the woman whose murder he is investigating.,"['Otto Preminger', 'Rouben Mamoulian']","['Vera Caspary', 'Jay Dratler', 'Samuel Hoffenstein']","['Gene Tierney', 'Dana Andrews', 'Clifton Webb', 'Vincent Price', 'Judith Anderson', 'Grant Mitchell', 'Dorothy Adams', 'Terry Adams', 'John Alban', 'Wally Albright', 'Bobby Barber', 'Edward Biby', 'Gary Breckner', 'James Carlisle', 'Harry Carter', 'Lane Chandler', 'Bill Chaney', 'Dorothy Christy']"
0106332,"Isten veled, ágyasom!",https://m.media-amazon.com/images/M/MV5BYmFhZmM3Y2MtNDA1Ny00NjkzLWJkM2EtYWU1ZjEwYmNjZDQ0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_FMjpg_UX1000_.jpg,1993,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and endure some of the most troublesome times in China's history.,['Kaige Chen'],"['Pik-Wah Lee', 'Wei Lu']","['Leslie Cheung', 'Fengyi Zhang', 'Gong Li', 'You Ge', 'Da Ying', 'Qi Lü', 'Han Lei', 'Di Tong', 'Zhi Yin', 'Mingwei Ma', 'Hailong Zhao', 'Zhenxiang Fei', 'Dan Li', 'Yongchao Yang', 'Fei Huang', 'Wenli Jiang', 'Yitong Zhi', 'Chun Li']"
0120323,Ezer hold,https://m.media-amazon.com/images/M/MV5BOGFjYzA0MTAtOGNhZS00YmE5LTkyMTUtMmRkMTk2ZjkwNGFlXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_FMjpg_UX1000_.jpg,1997,A family is torn apart after a father gives his valuable farm land to his daughters.,['Jocelyn Moorhouse'],"['Jane Smiley', 'Laura Jones']","['Michelle Pfeiffer', 'Jessica Lange', 'Jennifer Jason Leigh', 'Jason Robards', 'Colin Firth', 'Keith Carradine', 'Kevin Anderson', 'Pat Hingle', 'John Carroll Lynch', 'Anne Pitoniak', 'Vyto Ruginis', 'Michelle Williams', 'Elisabeth Moss', 'Ray Toler', 'Kenneth Tigar', 'Steve Key', 'Dan Conway', 'Stan Cahill']"
0182789,A kétszáz éves ember,https://m.media-amazon.com/images/M/MV5BYTU4Nzg5YmItNzE0Yy00Y2VmLWI3OTYtNTFjODEzMDE0YTI4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX1000_.jpg,1999,An android endeavors to become human as he gradually acquires emotions.,['Chris Columbus'],"['Isaac Asimov', 'Robert Silverberg', 'Nicholas Kazan']","['Robin Williams', 'Embeth Davidtz', 'Sam Neill', 'Oliver Platt', 'Kiersten Warren', 'Wendy Crewson', 'Hallie Eisenberg', 'Lindze Letherman', 'Angela Landis', 'John Michael Higgins', 'Bradley Whitford', 'Igor Hiller', 'Joe Bellan', 'Brett Wagner', 'Stephen Root', 'Scott Waugh', 'Quinn Smith', 'Kristy Connelly']"
0047573,Ők!,https://m.media-amazon.com/images/M/MV5BOTk3MjlhNDAtMmFkMC00MGJjLWI3OWUtNGQ3NTYwMmM3ZGQ1XkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_FMjpg_UX1000_.jpg,1954,The earliest atomic tests in New Mexico cause common ants to mutate into giant man-eating monsters that threaten civilization.,['Gordon Douglas'],"['Ted Sherdeman', 'Russell S. Hughes', 'George Worthing Yates']","['James Whitmore', 'Edmund Gwenn', 'Joan Weldon', 'James Arness', 'Onslow Stevens', 'Sean McClory', 'Christian Drake', 'Sandy Descher', 'Mary Alan Hokanson', 'Don Shelton', 'Fess Parker', 'Olin Howland', 'Richard Bellis', 'John Beradino', 'Robert Berger', 'Oscar Blank', 'Willis Bouchey', 'Richard Boyer']"
0084787,A dolog,https://m.media-amazon.com/images/M/MV5BNGViZWZmM2EtNGYzZi00ZDAyLTk3ODMtNzIyZTBjN2Y1NmM1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_FMjpg_UX1000_.jpg,1982,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,['John Carpenter'],"['Bill Lancaster', 'John W. Campbell Jr.']","['Kurt Russell', 'Wilford Brimley', 'Keith David', 'Richard Masur', 'T.K. Carter', 'David Clennon', 'Richard Dysart', 'Charles Hallahan', 'Peter Maloney', 'Donald Moffat', 'Joel Polis', 'Thomas G. Waites', 'Norbert Weisser', 'Larry Franco', 'Nate Irwin', 'William Zeman', 'Adrienne Barbeau', 'John Carpenter']"
0102728,Gyilkos bábok 3.,https://m.media-amazon.com/images/M/MV5BZWY1Y2E1OTQtZDYyMC00ZTY3LWI1MTQtYTc1NWNjYmFiYzdiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX1000_.jpg,R,A puppeteer's ability to bring inanimate objects to life attracts the attention of the Nazis during World War II.,['David DeCoteau'],"['Charles Band', 'C. Courtney Joyner', 'David Schmoeller']","['Guy Rolfe', 'Richard Lynch', 'Ian Abercrombie', 'Kristopher Logan', 'Aron Eisenberg', 'Walter Gotell', 'Sarah Douglas', 'Matthew Faison', 'Michelle Bauer', 'Jasmine Totschek', 'Eduard Will', 'John Regis', 'Neal Parrow', 'Kenneth Cortland', 'Lenny Rose', 'Laurie Mateyko', 'Rhonda Britten', 'Michael Lowry']"
0210616,Rivaldafényben,https://m.media-amazon.com/images/M/MV5BYTg1MWNkMzQtNGQ2Zi00MTQzLWIyN2UtZWFmMjc0NTMwMjVjXkEyXkFqcGdeQXVyMTUyOTc1NDYz._V1_FMjpg_UX1000_.jpg,PG-13,A group of teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and g... Read all,['Nicholas Hytner'],['Carol Heikkinen'],"['Amanda Schull', 'Ethan Stiefel', 'Sascha Radetsky', 'Christine Dunham', 'Stephen Stout', 'Maryann Plunkett', 'Laura Hicks', 'Barbara Caruso', 'Jeff Hayenga', 'Zoe Saldana', 'Victor Anthony', 'Karen Shallo', 'Carlo Alban', 'Giselle Daly', 'Susan May Pratt', 'Shakiem Evans', 'Ilia Kulik', 'Peter Gallagher']"
0134847,Pitch Black - 22 évente a sötétség,https://m.media-amazon.com/images/M/MV5BNTNmYzE1OWYtZDdjNC00OTdhLTg1YjUtYWJlZTVkMzkzNmVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX1000_.jpg,2000,A transport ship crashes and leaves its crew stranded on a desert planet inhabited by bloodthirsty creatures that come out during an eclipse.,['David Twohy'],"['Jim Wheat', 'Ken Wheat', 'David Twohy']","['Radha Mitchell', 'Cole Hauser', 'Vin Diesel', 'Keith David', 'Lewis Fitz-Gerald', 'Claudia Black', 'Rhiana Griffith', 'John Moore', 'Simon Burke', 'Les Chantery', 'Sam Sari', 'Firass Dirani', 'Ric Anderson', 'Vic Wilson', 'Angela Moore', 'Peter Chiang', 'Ken Twohy']"
0066921,Mechanikus narancs,https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_FMjpg_UX1000_.jpg,1971,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",['Stanley Kubrick'],"['Stanley Kubrick', 'Anthony Burgess']","['Malcolm McDowell', 'Patrick Magee', 'Michael Bates', 'Warren Clarke', 'John Clive', 'Adrienne Corri', 'Carl Duering', 'Paul Farrell', 'Clive Francis', 'Michael Gover', 'Miriam Karlin', 'James Marcus', 'Aubrey Morris', 'Godfrey Quigley', 'Sheila Raynor', 'Madge Ryan', 'John Savident', 'Anthony Sharp']"
0037101,Gyilkosság a gyönyöröm,https://m.media-amazon.com/images/M/MV5BY2YyNWVhNzYtMjNkNS00YTNlLTlkYjYtMDVmMWExNTAxNGFlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_FMjpg_UX1000_.jpg,1944,"After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit.",['Edward Dmytryk'],"['John Paxton', 'Raymond Chandler']","['Dick Powell', 'Claire Trevor', 'Anne Shirley', 'Otto Kruger', 'Mike Mazurki', 'Miles Mander', 'Douglas Walton', 'Donald Douglas', 'Ralf Harolde', 'Esther Howard', 'Ernie Adams', 'Bernice Ahi', 'George Anderson', 'Edward Biby', 'Jack Carr', 'Tom Coleman', 'Ralph Dunn', 'Sam Finn']"
0114367,Az elhagyott bolygó,https://m.media-amazon.com/images/M/MV5BM2M2ZGM0NDUtODRhNS00MjcxLTg3ZWYtYjkyZDJkYmVjOWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX1000_.jpg,1995,"A military commander stationed off planet during an interplanetary war travels through the devastated landscape to negotiate a peace treaty, but discovers that the primitive robots they buil... Read all",['Christian Duguay'],"['Philip K. Dick', ""Dan O'Bannon"", 'Miguel Tejada-Flores']","['Peter Weller', 'Roy Dupuis', 'Jennifer Rubin', 'Andy Lauer', 'Charles Edwin Powell', 'Ron White', 'Michael Caloz', 'Liliana Komorowska', 'Jason Cavalier', 'Leni Parker', 'Sylvain Massé', 'Bruce Boa', 'Tom Berry', 'Henry Ramer']"
0089489,Életerő,https://m.media-amazon.com/images/M/MV5BNmQ0OTMxNDYtOTYzMS00NDM0LWJlNDAtOGM0OGYyYjQwN2YyXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_FMjpg_UX1000_.jpg,1985,"A race of space vampires arrives in London and infects the populace, beginning an apocalyptic descent into chaos.",['Tobe Hooper'],"['Colin Wilson', ""Dan O'Bannon"", 'Don Jakoby']","['Steve Railsback', 'Mathilda May', 'Peter Firth', 'Frank Finlay', 'Patrick Stewart', 'Michael Gothard', 'Nicholas Ball', 'Aubrey Morris', 'Nancy Paul', 'John Hallam', 'John Keegan', 'Chris Jagger', 'Bill Malin', 'Jerome Willis', 'Derek Benfield', 'John Woodnutt', 'John Forbes-Robertson', 'Peter Porteous']"
0017136,Metropolis,https://m.media-amazon.com/images/M/MV5BMTg5YWIyMWUtZDY5My00Zjc1LTljOTctYmI0MWRmY2M2NmRkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_FMjpg_UX1000_.jpg,1927,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a... Read all",['Fritz Lang'],"['Thea von Harbou', 'Fritz Lang']","['Brigitte Helm', 'Alfred Abel', 'Gustav Fröhlich', 'Rudolf Klein-Rogge', 'Fritz Rasp', 'Theodor Loos', 'Erwin Biswanger', 'Heinrich George', 'Fritz Alberti', 'Grete Berger', 'Olly Boeheim', 'Max Dietze', 'Ellen Frey', 'Beatrice Garga', 'Heinrich Gotho', 'Dolly Grey', 'Anny Hintze', 'Gottfried Huppertz']"
0186566,Űrcowboyok,https://m.media-amazon.com/images/M/MV5BMTk4NzAwOTkwMF5BMl5BanBnXkFtZTYwMDM3MTM3._V1_FMjpg_UX1000_.jpg,2000,"When retired engineer Frank Corvin is called upon to rescue a failing satellite, he insists that his equally old teammates accompany him into space.",['Clint Eastwood'],"['Ken Kaufman', 'Howard Klausner']","['Clint Eastwood', 'Tommy Lee Jones', 'Donald Sutherland', 'James Garner', 'James Cromwell', 'Marcia Gay Harden', 'William Devane', 'Loren Dean', 'Courtney B. Vance', 'Barbara Babcock', 'Rade Serbedzija', 'Blair Brown', 'Jay Leno', 'Nils Allen Stewart', 'Deborah Jolly', 'Toby Stephens', 'Eli Craig', 'John Asher']"
0082509,Heavy Metal,https://m.media-amazon.com/images/M/MV5BOTc2NzM1ODgtM2RkYi00M2U4LWE4NzEtMDMzZGUzYmI1ZDUzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_FMjpg_UX1000_.jpg,1981,"A glowing green orb - which embodies ultimate evil - terrorizes a young girl with an anthology of bizarre and fantastic stories of dark fantasy, eroticism and horror.","['Gerald Potterton', 'John Bruno', 'John Halas']","['Daniel Goldberg', 'Len Blum', ""Dan O'Bannon""]","['Richard Romanus', 'John Candy', 'Joe Flaherty', 'Don Francks', 'Caroline Semple', 'Susan Roman', 'Al Waxman', 'Harvey Atkin', 'Glenis Wootton Gross', 'Marilyn Lightstone', 'Jackie Burroughs', 'Martin Lavut', 'August Schellenberg', 'John Vernon', 'Eugene Levy', 'Rodger Bumpass', 'Douglas Kenney', 'George Touliatos']"
0070707,A hétalvó,https://m.media-amazon.com/images/M/MV5BMGM3ZjM4ZTAtODBiNC00ZjcxLWJhYjctYzdlYTZjMzY4ZjE1XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_FMjpg_UX1000_.jpg,1973,A nerdish store owner is revived out of cryostasis into a future world to fight an oppressive government.,['Woody Allen'],"['Woody Allen', 'Marshall Brickman']","['Woody Allen', 'Diane Keaton', 'John Beck', 'Mary Gregory', 'Don Keefer', 'John McLiam', 'Bartlett Robinson', 'Chris Forbes', 'Mews Small', 'Peter Hobbs', 'Susan Miller', 'Lou Picetti', 'Jessica Rains', 'Brian Avery', 'Spencer Milligan', 'Stanley Ralph Ross', 'John Cannon', 'Myron Cohen']"
0079550,Meteor,https://m.media-amazon.com/images/M/MV5BOTI0NmIzZmEtZTVmYS00N2I4LWFkZGMtNDZmMGE2ZmY5NzE3XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_FMjpg_UX1000_.jpg,1979,The U.S. must join forces with the U.S.S.R. in order to destroy a gigantic asteroid heading straight for Earth.,['Ronald Neame'],"['Stanley Mann', 'Edmund H. North']","['Sean Connery', 'Natalie Wood', 'Karl Malden', 'Brian Keith', 'Martin Landau', 'Trevor Howard', 'Richard Dysart', 'Henry Fonda', 'Joseph Campanella', 'Bo Brundin', 'Katherine De Hetre', 'James G. Richardson', 'Roger Robinson', 'Michael Zaslow', 'John McKinney', 'John Findlater', 'Paul Tulley', 'Allen Williams']"
0070909,Feltámad a vadnyugat,https://m.media-amazon.com/images/M/MV5BMWY0NzM5MDAtYTg2NC00MDZjLTgwM2UtZjdiOTEzMjQ4MjU0L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_FMjpg_UX1000_.jpg,1973,"A robot malfunction creates havoc and terror for unsuspecting vacationers at a futuristic, adult-themed amusement park.",['Michael Crichton'],['Michael Crichton'],"['Yul Brynner', 'Richard Benjamin', 'James Brolin', 'Norman Bartold', 'Alan Oppenheimer', 'Victoria Shaw', 'Dick Van Patten', 'Linda Gaye Scott', 'Steve Franken', 'Michael T. Mikler', 'Terry Wilson', 'Majel Barrett', 'Anne Randall', 'Julie Marcus', 'Sharyn Wynters', 'Anne Bellamy', 'Chris Holter', 'Charles Seel']"
0051622,A légy,https://m.media-amazon.com/images/M/MV5BMWRhMTY4NTgtYTljZi00ZGQzLWE3NWMtMmNjNzRkZmUyZjIyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_FMjpg_UX1000_.jpg,1958,A scientist has a horrific accident when he tries to use his newly invented teleportation device.,['Kurt Neumann'],"['James Clavell', 'George Langelaan']","['David Hedison', 'Patricia Owens', 'Vincent Price', 'Herbert Marshall', 'Kathleen Freeman', 'Betty Lou Gerson', 'Charles Herbert', 'Eugene Borden', 'George Calliga', 'Harry Carter', 'Bill Clark', 'Arthur Dulac', 'Bess Flowers', 'Herschel Graham', 'Torben Meyer', 'Sol Murgi', 'George Nardelli', 'Franz Roehn']"
0091064,A légy,https://m.media-amazon.com/images/M/MV5BZjg5YjhiNjQtYTEzMy00OWUxLWJlZTItODZkZGYzMjZkNWMyXkEyXkFqcGdeQXVyNzEyNjUwMTA@._V1_FMjpg_UX1000_.jpg,1986,A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.,['David Cronenberg'],"['George Langelaan', 'Charles Edward Pogue', 'David Cronenberg']","['Jeff Goldblum', 'Geena Davis', 'John Getz', 'Joy Boushel', 'Leslie Carlson', 'George Chuvalo', 'Michael Copeman', 'David Cronenberg', 'Carol Lazare', 'Shawn Hewitt', 'Ann Green', 'Typhoon']"
0091630,Rémes egy éjszaka,https://m.media-amazon.com/images/M/MV5BZDdhMGFlNzEtMWMxZS00NDAwLWJiYzctNmMyZDdhMTYwZDY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX1000_.jpg,1986,"Alien brain parasites, entering humans through the mouth, turn their host into a killing zombie. Some teenagers start to fight against them.",['Fred Dekker'],['Fred Dekker'],"['Jason Lively', 'Tom Atkins', 'Steve Marshall', 'Jill Whitlow', 'Wally Taylor', 'Bruce Solomon', 'Vic Polizos', 'Allan Kayser', 'Ken Heron', 'Alice Cadogan', 'June Harris', 'David Paymer', 'David Oliver', 'Evelyne Smith', 'Ivan E. Roth', 'Daniel Frishman', 'Kevin Thompson', 'Joseph S. Griffo']"
0067065,A majmok bolygója III. - A menekülés,https://m.media-amazon.com/images/M/MV5BNWE5NTQ4ZDQtNjUyMC00NjA3LTk1NTctNmRkYTUyMTFmYTI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX1000_.jpg,1971,"The world is shocked by the appearance of three talking chimpanzees, who arrived mysteriously in a U.S. spacecraft. They become the toast of society, but one man believes them to be a threat... Read all",['Don Taylor'],"['Paul Dehn', 'Pierre Boulle']","['Roddy McDowall', 'Kim Hunter', 'Bradford Dillman', 'Natalie Trundy', 'Eric Braeden', 'William Windom', 'Sal Mineo', 'Albert Salmi', 'Jason Evers', 'John Randolph', 'Harry Lauter', 'M. Emmet Walsh', 'Roy Glenn', 'Peter Forster', 'Norman Burton', 'William Woodson', 'Tom Lowell', 'Gene Whittington']"
0049223,Tiltott bolygó,https://m.media-amazon.com/images/M/MV5BOTdmODZkNmQtYjU4Mi00MTcyLTg5YmEtNmVjMWU1M2Y5NzgyXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_FMjpg_UX1000_.jpg,1956,"A starship crew in the 23rd century goes to investigate the silence of a distant planet's colony, only to find just two survivors, a powerful robot, and the deadly secret of a lost civilizat... Read all",['Fred M. Wilcox'],"['Cyril Hume', 'Irving Block', 'Allen Adler']","['Walter Pidgeon', 'Anne Francis', 'Leslie Nielsen', 'Warren Stevens', 'Jack Kelly', 'Richard Anderson', 'Earl Holliman', 'George D. Wallace', 'Robert Dix', 'Jimmy Thompson', 'James Drury', 'Harry Harvey Jr.', 'Roger McGee', 'Peter Miller', 'Morgan Jones', 'Richard Grant', 'Robby the Robot', 'James Best']"
0117107,Mulholland - Gyilkos negyed,https://m.media-amazon.com/images/M/MV5BOTcwMDE3MTQ5OV5BMl5BanBnXkFtZTcwMzA0MDQ1NA@@._V1_FMjpg_UX1000_.jpg,1996,"In 1950's Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman.",['Lee Tamahori'],"['Peter Dexter', 'Floyd Mutrux']","['Nick Nolte', 'Melanie Griffith', 'Jennifer Connelly', 'Chazz Palminteri', 'Michael Madsen', 'Chris Penn', 'Treat Williams', 'Daniel Baldwin', 'Andrew McCarthy', 'John Malkovich', 'Kyle Chandler', 'Ed Lauter', 'Larry Garrison', 'Chelsea Harrington', 'Johnna Johnson', 'Rick Johnson', 'Britt Burr', 'Melinda Clarke']"
0087799,Az üstökös éjszakája,https://m.media-amazon.com/images/M/MV5BOTQzZDVkMTctYTdlZi00MTc2LWJhMTEtM2VmZjY1MzFiYjI5L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX1000_.jpg,1984,"A comet wipes out most of life on Earth, leaving two Valley Girls fighting against cannibal zombies and a sinister group of scientists.",['Thom Eberhardt'],['Thom Eberhardt'],"['Catherine Mary Stewart', 'Kelli Maroney', 'Robert Beltran', 'Sharon Farrell', 'Mary Woronov', 'Geoffrey Lewis', 'Peter Fox', 'John Achorn', 'Michael Bowen', 'Devon Ericson', 'Lissa Layng', 'Ivan E. Roth', 'Janice Kawaye', 'Chance Boyer', 'Andrew Boyer', 'Stanley Brock', 'Marc Poppel', 'Raymond Lynch']"
0120735,"A Ravasz, az Agy és két füstölgő puskacső",https://m.media-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_FMjpg_UX1000_.jpg,1998,"Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds.",['Guy Ritchie'],['Guy Ritchie'],"['Jason Flemyng', 'Dexter Fletcher', 'Nick Moran', 'Jason Statham', 'Steven Mackintosh', 'Nicholas Rowe', 'Nick Marcq', 'Charles Forbes', 'Vinnie Jones', 'Lenny McLean', 'Peter McNicholl', 'P.H. Moriarty', 'Frank Harper', 'Steve Sweeney', 'Huggy Leaver', 'Ronnie Fox', 'Tony McMahon', 'Stephen Marcus']"
0111689,What Happened Was...,https://m.media-amazon.com/images/M/MV5BZDJiMGI5OGYtZGM0YS00Y2E0LWJlMDAtODIzNzRjNDk5NTBkXkEyXkFqcGdeQXVyMjQ0NzcxNjM@._V1_FMjpg_UX1000_.jpg,R,"Jackie and Michael are coworkers at a large law firm, who decide to meet at Jackie's for dinner one night. As this 'first date' plays out, the audience is guided through a mental minefield o... Read all",['Tom Noonan'],['Tom Noonan'],"['Tom Noonan', 'Karen Sillas']"
0131646,Wing Commander - Az űrkommandó,https://m.media-amazon.com/images/M/MV5BZWYzY2JjZjItMWE0Ni00NzY5LTgwYTMtNTg1MjY0ODBkYTdiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_FMjpg_UX1000_.jpg,1999,"Blair, a fighter pilot, joins an interstellar war to fight the evil Kilrathi who are trying to destroy the universe.",['Chris Roberts'],"['Chris Roberts', 'Kevin Droney']","['Freddie Prinze Jr.', 'Matthew Lillard', 'Saffron Burrows', 'Tchéky Karyo', 'Jürgen Prochnow', 'David Suchet', 'David Warner', 'Ginny Holder', 'Hugh Quarshie', 'Ken Bones', 'John McGlynn', 'Richard Dillane', 'Mark Powley', 'David Fahm', 'Simon MacCorkindale', 'Fraser James', 'Craig Kelly', 'Kieron Phipps']"
0118929,Dark City,https://m.media-amazon.com/images/M/MV5BMGExOGExM2UtNWM5ZS00OWEzLTllNzYtM2NlMTJlYjBlZTJkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX1000_.jpg,1998,"A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from.",['Alex Proyas'],"['Alex Proyas', 'Lem Dobbs', 'David S. Goyer']","['Rufus Sewell', 'Kiefer Sutherland', 'Jennifer Connelly', 'William Hurt', ""Richard O'Brien"", 'Ian Richardson', 'Bruce Spence', 'Colin Friels', 'John Bluthal', 'Mitchell Butel', 'Melissa George', 'Frank Gallacher', 'Ritchie Singer', 'Justin Monjo', 'Nicholas Bell', 'Satya Gumbert', 'Noah Gumbert', 'Frederick Miragliotta']"
0060397,Fantasztikus utazás,https://m.media-amazon.com/images/M/MV5BZTM3ZmU2MGUtOTIyYi00NTczLTk1ZWQtZTU5MGU1OGM5MzczXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_FMjpg_UX1000_.jpg,1966,"When a blood clot renders a scientist comatose, a submarine and its crew are shrunk and injected into his bloodstream in order to save him.",['Richard Fleischer'],"['Harry Kleiner', 'David Duncan', 'Otto Klement']","['Stephen Boyd', 'Raquel Welch', ""Edmond O'Brien"", 'Donald Pleasence', ""Arthur O'Connell"", 'William Redfield', 'Arthur Kennedy', 'Jean Del Val', 'Barry Coe', 'Ken Scott', 'Shelby Grant', 'James Brolin', 'Brendan Fitzgerald', 'Brendon Boone', 'James Doohan', 'Kenneth MacDonald', 'Christopher Riordan']"
